DATE,COUNT,SECONDS
2017-03-17,7098,9697136
2017-03-18,4106,5162275
2017-03-19,10550,11476521
2017-03-20,27378,24688862
2017-03-21,36824,29460867
2017-03-22,26927,18253823
2017-03-23,29885,21968345
2017-03-24,34018,24691789
2017-03-25,29646,29475891
2017-03-26,19893,16115188
2017-03-27,26301,19765644
2017-03-28,21589,14263974
2017-03-29,42430,35551207
2017-03-30,39746,31634644
2017-03-31,6946,4549571
2017-04-01,23849,26620962
2017-04-02,39780,56122730
2017-04-03,43485,47275459
2017-04-04,29991,30374542
2017-04-05,47636,56111095
2017-04-06,18020,17375286
2017-04-07,35779,26300658
2017-04-08,35936,41538196
2017-04-09,43896,61365937
2017-04-10,50424,63589636
2017-04-11,57310,80496106
2017-04-12,51188,44820302
2017-04-13,52915,49263055
2017-04-14,52232,60094352
2017-04-15,42531,49680588
2017-04-16,48140,89063162
2017-04-17,53247,48922980
2017-04-18,53809,47451850
2017-04-19,45787,34778458
2017-04-20,44264,52349655
2017-04-21,39868,31502105
2017-04-22,34596,35259375
2017-04-23,49107,60980887
2017-04-24,48692,40992320
2017-04-25,20332,14143052
2017-04-26,37727,28773007
2017-04-27,52035,46800165
2017-04-28,62199,62483163
2017-04-29,57701,77625634
2017-04-30,42928,46194111
2017-05-01,56218,52935949
2017-05-02,61207,66025734
2017-05-03,59252,62479148
2017-05-04,57429,58010288
2017-05-05,24009,18624137
2017-05-06,46618,49905291
2017-05-07,34293,31632159
2017-05-08,51553,43483190
2017-05-09,56461,47165396
2017-05-10,58454,54330595
2017-05-11,57208,47661339
2017-05-12,56675,50891669
2017-05-13,5704,6663061
2017-05-14,38729,40821600
2017-05-15,54715,46682935
2017-05-16,64504,59756467
2017-05-17,65794,67657838
2017-05-18,63753,58349127
2017-05-19,62143,59012322
2017-05-20,47859,52104315
2017-05-21,54874,69951163
2017-05-22,24627,18357196
2017-05-23,60032,57292978
2017-05-24,60622,60540228
2017-05-25,17495,12208613
2017-05-26,53768,56887748
2017-05-27,46534,56077065
2017-05-28,46727,69943846
2017-05-29,26322,24053968
2017-05-30,50194,43962572
2017-05-31,59495,54338401
2017-06-01,67403,63857360
2017-06-02,66907,65322989
2017-06-03,56264,65502428
2017-06-04,40138,42642853
2017-06-05,55883,52439836
2017-06-06,41268,30651985
2017-06-07,64453,61424412
2017-06-08,62653,58607141
2017-06-09,66506,77760038
2017-06-10,57087,73326394
2017-06-11,51427,62967754
2017-06-12,57871,54494748
2017-06-13,60921,55610774
2017-06-14,60513,63260894
2017-06-15,64763,71553295
2017-06-16,56403,56159532
2017-06-17,34900,38691472
2017-06-18,49472,67447897
2017-06-19,38310,37080222
2017-06-20,64673,67498873
2017-06-21,67218,70372041
2017-06-22,66308,69676806
2017-06-23,55323,54441877
2017-06-24,52153,64792187
2017-06-25,54655,76091900
2017-06-26,62669,75695391
2017-06-27,64767,64010027
2017-06-28,67752,80132796
2017-06-29,64272,67156224
2017-06-30,58662,69029868
2017-07-01,36737,50882019
2017-07-02,43036,69462762
2017-07-03,48193,61921034
2017-07-04,49924,75966148
2017-07-05,60321,65169376
2017-07-06,62147,65977035
2017-07-07,44068,41784883
2017-07-08,55015,66935819
2017-07-09,57118,69903995
2017-07-10,60907,60541361
2017-07-11,61671,58658915
2017-07-12,61786,57417746
2017-07-13,56475,58730811
2017-07-14,31851,31567033
2017-07-15,56499,64393621
2017-07-16,56833,73278851
2017-07-17,62555,62443295
2017-07-18,66234,66192151
2017-07-19,63915,62193469
2017-07-20,59663,54365296
2017-07-21,60072,56816373
2017-07-22,48011,54644230
2017-07-23,46942,49233583
2017-07-24,43792,39471064
2017-07-25,65336,58342927
2017-07-26,70323,67827546
2017-07-27,65769,57774468
2017-07-28,63899,58531412
2017-07-29,52947,55161477
2017-07-30,59342,67755618
2017-07-31,64218,56639437
2017-08-01,66677,70676344
2017-08-02,56184,67509378
2017-08-03,66149,76036485
2017-08-04,56394,62720692
2017-08-05,58971,86403991
2017-08-06,56476,76400473
2017-08-07,23395,17247348
2017-08-08,65233,70933079
2017-08-09,67884,88924174
2017-08-10,66249,65043187
2017-08-11,63140,73794253
2017-08-12,60540,84026909
2017-08-13,57518,75069588
2017-08-14,61482,85959238
2017-08-15,52461,48987892
2017-08-16,68436,73566605
2017-08-17,66656,70355951
2017-08-18,36620,37615955
2017-08-19,62442,90668746
2017-08-20,55442,67565944
2017-08-21,61059,67451602
2017-08-22,60541,71522374
2017-08-23,65070,79090558
2017-08-24,66307,79561566
2017-08-25,64217,65450841
2017-08-26,50109,57535224
2017-08-27,54598,74045821
2017-08-28,60886,61460339
2017-08-29,35152,31383147
2017-08-30,65329,64061738
2017-08-31,64881,60233328
2017-09-01,54881,55634474
2017-09-02,37812,48558503
2017-09-03,30955,37332271
2017-09-04,55285,75436428
